Centre,Gender,Labour Category,Labour Type,July-12,August-12,September-12,October-12,November-12,December-12,January-13,February-13,March-13,April-13,May-13,June-13,Annual Average,State,District,Centre_length
GOLLAPALI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,150.00,-,-,150.00,200.00,-,-,-,-,166.67,ANDHRA PRADESH,CHITTOR,9
GOLLAPALI,M,"SKILLED 
LABOUR",BLACKSMITH,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ANDHRA PRADESH,CHITTOR,9
GOLLAPALI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CHITTOR,9
GOLLAPALI,M,"SKILLED 
LABOUR",CARPENTER,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ANDHRA PRADESH,CHITTOR,9
GOLLAPALI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CHITTOR,9
CHINUR,M,FIELD LABOUR,FIELD LABOUR,231.43,235.71,235.71,235.71,235.71,235.71,241.14,235.71,235.71,235.71,235.71,248.57,236.88,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,FIELD LABOUR,FIELD LABOUR,137.14,137.14,137.14,137.14,137.14,137.14,137.14,137.14,137.14,137.14,137.14,171.43,140.00,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,300.00,250.00,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,"SKILLED 
LABOUR",BLACKSMITH,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,250.00,158.33,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,"SKILLED 
LABOUR",CARPENTER,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,250.00,185.83,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CUDDAPHA,6
KOTHAPALLI,M,FIELD LABOUR,FIELD LABOUR,300.00,208.33,225.00,166.67,262.50,250.00,250.00,250.00,225.00,275.00,250.00,266.67,244.10,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,FIELD LABOUR,FIELD LABOUR,150.00,161.67,125.00,137.50,186.67,180.00,180.00,180.00,165.00,165.00,180.00,170.00,165.07,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,M,HERDSMEN,HERDSMEN,-,-,-,120.00,150.00,-,-,-,-,-,150.00,160.00,145.00,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,140.00,-,140.00,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,250.00,200.00,175.00,200.00,-,-,200.00,175.00,300.00,-,216.67,214.58,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,200.00,-,140.00,200.00,-,-,-,-,-,-,150.00,172.50,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,200.00,200.00,-,-,-,-,-,-,250.00,216.67,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,10
NIZAPATNAM,M,FIELD LABOUR,FIELD LABOUR,275.00,225.00,350.00,250.00,266.67,350.00,250.00,250.00,-,-,-,275.00,276.85,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,FIELD LABOUR,FIELD LABOUR,156.67,200.00,275.00,172.50,216.67,300.00,166.67,200.00,-,-,-,150.00,204.17,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,M,HERDSMEN,HERDSMEN,150.00,210.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,155.00,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",150.00,-,-,200.00,200.00,-,150.00,-,-,-,-,-,175.00,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",130.00,-,-,150.00,150.00,-,120.00,-,-,-,-,-,137.50,ANDHRA PRADESH,GUNTUR,10
CHEPPAIL,M,FIELD LABOUR,FIELD LABOUR,233.33,325.00,325.00,325.00,300.00,250.00,300.00,275.00,-,300.00,400.00,250.00,298.48,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,W,FIELD LABOUR,FIELD LABOUR,140.00,150.00,150.00,150.00,160.00,150.00,142.50,142.50,125.00,182.50,-,150.00,149.32,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,M,HERDSMEN,HERDSMEN,200.00,200.00,200.00,140.00,100.00,-,150.00,150.00,-,-,100.00,-,155.00,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",266.67,300.00,300.00,267.00,300.00,400.00,216.67,-,250.00,-,-,-,287.54,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200.00,150.00,150.00,150.00,200.00,120.00,135.00,120.00,200.00,-,-,-,158.33,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,M,"SKILLED 
LABOUR",BLACKSMITH,200.00,250.00,250.00,250.00,250.00,-,200.00,-,300.00,-,300.00,300.00,255.56,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,M,"SKILLED 
LABOUR",CARPENTER,250.00,250.00,250.00,250.00,250.00,250.00,-,225.00,300.00,-,300.00,300.00,262.50,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,150.00,-,-,-,-,150.00,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KARIMNAGAR,8
CHERLA,M,FIELD LABOUR,FIELD LABOUR,212.50,266.67,258.33,225.71,222.86,250.00,257.00,246.67,250.00,250.00,250.00,275.00,247.06,ANDHRA PRADESH,KHAMMAM,6
CHERLA,W,FIELD LABOUR,FIELD LABOUR,150.00,200.00,200.00,178.33,172.50,200.00,208.00,247.50,210.00,225.00,-,250.00,203.76,ANDHRA PRADESH,KHAMMAM,6
CHERLA,M,HERDSMEN,HERDSMEN,160.00,160.00,160.00,160.00,160.00,150.00,200.00,160.00,200.00,200.00,150.00,160.00,168.33,ANDHRA PRADESH,KHAMMAM,6
CHERLA,W,HERDSMEN,HERDSMEN,160.00,160.00,160.00,-,140.00,-,-,-,-,-,140.00,150.00,151.67,ANDHRA PRADESH,KHAMMAM,6
CHERLA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",300.00,266.67,275.00,250.00,215.00,250.00,300.00,250.00,275.00,300.00,250.00,250.00,265.14,ANDHRA PRADESH,KHAMMAM,6
CHERLA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,200.00,200.00,200.00,140.00,140.00,-,-,-,-,250.00,250.00,197.14,ANDHRA PRADESH,KHAMMAM,6
CHERLA,M,"SKILLED 
LABOUR",BLACKSMITH,200.00,300.00,300.00,300.00,300.00,350.00,350.00,300.00,350.00,350.00,200.00,250.00,295.83,ANDHRA PRADESH,KHAMMAM,6
CHERLA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KHAMMAM,6
CHERLA,M,"SKILLED 
LABOUR",CARPENTER,300.00,300.00,300.00,300.00,300.00,350.00,350.00,300.00,350.00,350.00,300.00,250.00,312.50,ANDHRA PRADESH,KHAMMAM,6
CHERLA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KHAMMAM,6
CHERLA,M,"SKILLED 
LABOUR",COBBLER,150.00,140.00,140.00,140.00,150.00,135.00,200.00,140.00,175.00,200.00,-,-,157.00,ANDHRA PRADESH,KHAMMAM,6
CHERLA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KHAMMAM,6
PAMARRU,M,FIELD LABOUR,FIELD LABOUR,200.00,200.00,175.00,190.00,175.00,250.00,275.00,200.00,200.00,-,250.00,250.00,215.00,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,FIELD LABOUR,FIELD LABOUR,100.00,125.00,110.00,142.50,145.00,150.00,175.00,150.00,150.00,-,200.00,200.00,149.77,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,HERDSMEN,HERDSMEN,-,-,200.00,140.00,-,120.00,140.00,120.00,120.00,120.00,120.00,120.00,133.33,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,HERDSMEN,HERDSMEN,-,-,200.00,120.00,-,120.00,120.00,120.00,120.00,120.00,120.00,120.00,128.89,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,200.00,225.00,200.00,300.00,300.00,-,200.00,200.00,200.00,200.00,225.00,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,120.00,130.00,150.00,-,-,-,-,-,-,133.33,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,200.00,-,-,-,-,-,-,-,-,200.00,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,300.00,-,-,-,-,-,-,-,300.00,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,7
SIRVEL,M,FIELD LABOUR,FIELD LABOUR,200.00,200.00,200.00,200.00,220.00,212.50,212.50,200.00,200.00,200.00,200.00,200.00,203.75,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,FIELD LABOUR,FIELD LABOUR,100.00,125.00,135.00,135.00,142.50,140.00,140.00,140.00,150.00,150.00,-,-,135.75,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,HERDSMEN,HERDSMEN,160.00,170.00,170.00,140.00,170.00,140.00,150.00,170.00,170.00,170.00,170.00,170.00,162.50,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,200.00,200.00,200.00,180.00,200.00,250.00,200.00,200.00,200.00,-,-,203.33,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,150.00,-,-,140.00,-,-,-,-,-,-,-,145.00,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"SKILLED 
LABOUR",BLACKSMITH,150.00,250.00,160.00,160.00,160.00,160.00,160.00,225.00,160.00,180.00,160.00,160.00,173.75,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"SKILLED 
LABOUR",CARPENTER,170.00,225.00,180.00,180.00,180.00,180.00,180.00,225.00,180.00,200.00,180.00,180.00,188.33,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,130.00,-,-,130.00,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SANGA REDDY,M,FIELD LABOUR,FIELD LABOUR,200.00,200.00,200.00,198.00,200.00,210.00,210.00,216.67,200.00,200.00,200.00,200.00,202.89,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,W,FIELD LABOUR,FIELD LABOUR,150.00,150.00,150.00,145.00,150.00,155.00,155.00,152.50,150.00,150.00,150.00,150.00,150.63,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,M,HERDSMEN,HERDSMEN,150.00,150.00,150.00,120.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,147.50,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,W,HERDSMEN,HERDSMEN,110.00,110.00,-,-,-,-,-,-,-,-,-,120.00,113.33,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,200.00,200.00,200.00,200.00,200.00,200.00,150.00,-,-,-,-,192.86,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,150.00,140.00,130.00,-,-,130.00,-,-,-,-,137.50,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,M,"SKILLED 
LABOUR",BLACKSMITH,200.00,-,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,-,250.00,244.44,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,M,"SKILLED 
LABOUR",CARPENTER,-,-,300.00,300.00,-,300.00,300.00,300.00,300.00,-,-,300.00,300.00,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,MEDAK,11
VELDANDA,M,FIELD LABOUR,FIELD LABOUR,175.00,150.00,150.00,168.75,187.50,150.00,175.00,150.00,150.00,150.00,150.00,200.00,163.02,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,W,FIELD LABOUR,FIELD LABOUR,142.00,136.00,136.00,146.00,150.00,146.00,146.00,150.00,150.00,150.00,150.00,134.00,144.67,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,M,HERDSMEN,HERDSMEN,150.00,150.00,150.00,150.00,150.00,150.00,150.00,160.00,150.00,150.00,150.00,150.00,150.83,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,W,HERDSMEN,HERDSMEN,130.00,130.00,130.00,130.00,130.00,120.00,-,150.00,150.00,120.00,150.00,130.00,133.64,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",187.50,160.00,160.00,175.00,187.50,175.00,185.00,255.00,160.00,150.00,150.00,225.00,180.83,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",130.00,-,-,120.00,130.00,120.00,140.00,-,-,-,150.00,-,131.67,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,200.00,200.00,-,-,-,-,-,-,-,200.00,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,200.00,-,-,-,150.00,-,175.00,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,MEHABUBNAGAR,8
KETHE PALLY,M,FIELD LABOUR,FIELD LABOUR,200.00,170.00,187.50,200.00,200.00,200.00,200.00,200.00,193.33,200.00,200.00,200.00,195.90,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,W,FIELD LABOUR,FIELD LABOUR,150.00,140.00,147.50,160.00,180.00,180.00,160.00,160.00,170.00,180.00,-,150.00,161.59,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,M,HERDSMEN,HERDSMEN,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,W,HERDSMEN,HERDSMEN,130.00,120.00,120.00,120.00,120.00,120.00,120.00,140.00,120.00,120.00,120.00,120.00,122.50,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,200.00,200.00,200.00,200.00,175.00,150.00,150.00,-,150.00,-,150.00,175.00,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,120.00,135.00,120.00,140.00,120.00,-,120.00,-,120.00,125.00,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,M,"SKILLED 
LABOUR",BLACKSMITH,180.00,165.00,165.00,175.00,190.00,190.00,190.00,190.00,190.00,190.00,180.00,190.00,182.92,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,M,"SKILLED 
LABOUR",CARPENTER,200.00,200.00,200.00,200.00,200.00,200.00,230.00,230.00,250.00,250.00,250.00,300.00,225.83,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,M,"SKILLED 
LABOUR",COBBLER,180.00,180.00,180.00,150.00,160.00,180.00,-,150.00,180.00,160.00,180.00,160.00,169.09,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NALGONDA,11
TUMMUR,M,FIELD LABOUR,FIELD LABOUR,168.25,160.00,168.25,172.50,170.00,157.50,177.50,182.50,206.67,206.67,243.33,246.67,188.32,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,FIELD LABOUR,FIELD LABOUR,122.60,116.00,122.60,142.00,130.00,142.00,154.00,152.00,186.67,186.67,187.50,212.50,154.55,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",133.00,217.50,133.00,175.00,200.00,175.00,175.00,175.00,233.33,233.33,-,250.00,190.92,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,130.00,120.00,150.00,150.00,150.00,180.00,175.00,-,-,150.71,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"SKILLED 
LABOUR",BLACKSMITH,250.00,-,250.00,250.00,250.00,250.00,250.00,250.00,280.00,280.00,300.00,300.00,264.55,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"SKILLED 
LABOUR",COBBLER,200.00,-,200.00,160.00,150.00,160.00,170.00,160.00,200.00,130.00,170.00,180.00,170.91,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NELLORE,6
KARAMCHEDU,M,FIELD LABOUR,FIELD LABOUR,-,250.00,300.00,216.00,250.00,236.67,250.00,300.00,300.00,300.00,-,275.00,267.77,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,FIELD LABOUR,FIELD LABOUR,-,130.00,150.00,156.00,175.00,150.00,166.67,200.00,200.00,250.00,-,155.00,173.27,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,M,HERDSMEN,HERDSMEN,-,-,-,120.00,150.00,150.00,-,-,-,-,-,-,140.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,300.00,265.00,250.00,300.00,250.00,200.00,-,-,-,150.00,245.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,150.00,150.00,-,150.00,160.00,-,-,-,130.00,148.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,M,"SKILLED 
LABOUR",BLACKSMITH,-,400.00,-,200.00,-,-,-,-,-,-,-,-,300.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,PRAKASAM,10
MEDCHAL,M,FIELD LABOUR,FIELD LABOUR,200.00,200.00,200.00,200.00,242.00,245.00,275.00,266.67,200.00,200.00,200.00,200.00,219.06,ANDHRA PRADESH,RANGAREDDY,7
MEDCHAL,W,FIELD LABOUR,FIELD LABOUR,150.00,150.00,150.00,150.00,180.00,182.50,183.33,175.00,150.00,150.00,150.00,200.00,164.24,ANDHRA PRADESH,RANGAREDDY,7
