Centre,Gender,Labour Category,Labour Type,July-16,August-16,September-16,October-16,November-16,December-16,January-17,February-17,March-17,April-17,May-17,June-17,Annual Average,State,District,Centre_length
KOTHAPALLI,M,HERDSMEN,HERDSMEN,215.00,-,-,-,-,-,-,-,-,-,-,-,215.00,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",350.00,-,400.00,450.00,-,-,500.00,450.00,-,450.00,450.00,450.00,437.50,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,250.00,-,-,250.00,250.00,250.00,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,M,"SKILLED 
LABOUR",BLACKSMITH,200.00,-,-,-,-,-,-,-,-,-,-,-,200.00,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,M,"SKILLED 
LABOUR",CARPENTER,300.00,-,-,-,-,-,-,-,-,-,-,-,300.00,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,450.00,-,-,450.00,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,10
NIZAPATNAM,M,FIELD LABOUR,FIELD LABOUR,302.00,350.00,350.00,350.00,350.00,360.00,350.00,350.00,350.00,350.00,350.00,350.00,346.83,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,FIELD LABOUR,FIELD LABOUR,223.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,-,-,292.30,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,M,HERDSMEN,HERDSMEN,230.00,250.00,250.00,250.00,250.00,300.00,350.00,350.00,350.00,350.00,-,350.00,298.18,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",333.00,-,-,-,-,-,-,-,-,-,-,-,333.00,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,M,"SKILLED 
LABOUR",BLACKSMITH,300.00,-,-,-,-,-,-,-,-,-,-,-,300.00,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,M,"SKILLED 
LABOUR",CARPENTER,300.00,-,-,-,-,-,-,-,-,-,-,-,300.00,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,M,"SKILLED 
LABOUR",COBBLER,250.00,-,-,-,-,-,-,-,-,-,-,-,250.00,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,10
PAMARRU,M,FIELD LABOUR,FIELD LABOUR,346.00,250.00,333.00,325.00,333.00,333.00,350.00,330.00,325.00,350.00,350.00,400.00,335.42,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,FIELD LABOUR,FIELD LABOUR,229.00,150.00,175.00,150.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,191.27,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,HERDSMEN,HERDSMEN,266.00,250.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,293.00,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,HERDSMEN,HERDSMEN,250.00,-,-,-,-,-,-,-,-,-,-,-,250.00,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",366.00,300.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,388.83,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,"SKILLED 
LABOUR",CARPENTER,375.00,-,-,-,-,-,-,-,-,-,-,-,375.00,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,7
SIRVEL,M,FIELD LABOUR,FIELD LABOUR,264.00,212.00,212.00,200.00,200.00,216.00,216.00,216.00,216.00,225.00,150.00,250.00,214.75,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,FIELD LABOUR,FIELD LABOUR,143.00,147.00,162.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,-,100.00,145.64,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,HERDSMEN,HERDSMEN,210.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.83,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",198.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,-,199.80,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"SKILLED 
LABOUR",BLACKSMITH,233.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,193.58,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"SKILLED 
LABOUR",CARPENTER,233.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,202.75,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"SKILLED 
LABOUR",COBBLER,180.00,-,-,-,-,-,-,-,-,-,-,-,180.00,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
TUMMUR,M,FIELD LABOUR,FIELD LABOUR,320.00,320.00,365.00,425.00,425.00,425.00,-,430.00,430.00,385.00,386.00,385.00,390.55,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,FIELD LABOUR,FIELD LABOUR,218.00,-,-,305.00,305.00,307.00,307.00,307.00,-,370.00,372.00,370.00,317.89,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,HERDSMEN,HERDSMEN,150.00,-,-,-,-,-,-,-,-,-,-,-,150.00,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,HERDSMEN,HERDSMEN,150.00,-,-,-,-,-,-,-,-,-,-,-,150.00,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",362.00,-,-,-,290.00,400.00,300.00,300.00,-,-,-,-,330.40,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250.00,-,-,-,-,-,-,-,-,-,-,-,250.00,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"SKILLED 
LABOUR",BLACKSMITH,200.00,200.00,200.00,210.00,210.00,350.00,210.00,220.00,220.00,245.00,-,245.00,228.18,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"SKILLED 
LABOUR",COBBLER,210.00,210.00,210.00,220.00,220.00,300.00,220.00,230.00,230.00,250.00,-,250.00,231.82,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NELLORE,6
KARAMCHEDU,M,FIELD LABOUR,FIELD LABOUR,286.00,250.00,250.00,250.00,250.00,250.00,250.00,-,-,-,-,-,255.14,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,FIELD LABOUR,FIELD LABOUR,194.00,150.00,183.00,183.00,183.00,175.00,166.00,175.00,175.00,200.00,-,-,178.40,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,M,HERDSMEN,HERDSMEN,200.00,-,216.00,-,-,-,-,-,-,-,-,-,208.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",300.00,-,350.00,-,-,-,-,-,-,-,-,-,325.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,150.00,-,-,-,-,-,-,150.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,M,"SKILLED 
LABOUR",BLACKSMITH,200.00,-,-,-,-,-,-,-,-,-,-,400.00,300.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,M,"SKILLED 
LABOUR",CARPENTER,250.00,-,-,-,-,350.00,-,-,-,-,350.00,350.00,325.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,M,"SKILLED 
LABOUR",COBBLER,275.00,350.00,-,350.00,-,-,350.00,350.00,350.00,350.00,-,300.00,334.38,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,PRAKASAM,10
KORASAWADA,M,FIELD LABOUR,FIELD LABOUR,291.00,250.00,250.00,-,300.00,300.00,300.00,-,-,-,-,400.00,298.71,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,W,FIELD LABOUR,FIELD LABOUR,240.00,225.00,200.00,-,250.00,210.00,200.00,-,-,-,-,-,220.83,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,M,HERDSMEN,HERDSMEN,200.00,200.00,200.00,300.00,200.00,200.00,200.00,200.00,200.00,200.00,-,200.00,209.09,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",325.00,-,300.00,200.00,-,-,-,-,-,-,-,-,275.00,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,M,"SKILLED 
LABOUR",CARPENTER,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,-,350.00,304.55,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,SRIKAKULAM,10
PONUGALLU,M,FIELD LABOUR,FIELD LABOUR,285.00,217.00,285.00,285.00,285.00,285.00,242.00,345.00,371.00,285.00,350.00,328.00,296.92,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,W,FIELD LABOUR,FIELD LABOUR,170.00,130.00,140.00,130.00,140.00,140.00,140.00,165.00,176.00,130.00,200.00,193.00,154.50,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,M,"SKILLED 
LABOUR",BLACKSMITH,250.00,-,-,-,-,-,-,-,-,-,-,-,250.00,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,M,"SKILLED 
LABOUR",CARPENTER,400.00,-,-,-,-,-,-,-,-,-,-,400.00,400.00,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,M,"SKILLED 
LABOUR",COBBLER,150.00,-,-,-,-,-,-,-,-,-,-,200.00,175.00,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VISAKHAPATNAM,9
BONANGI,M,FIELD LABOUR,FIELD LABOUR,256.00,283.00,250.00,250.00,350.00,325.00,350.00,350.00,-,275.00,-,275.00,296.40,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,FIELD LABOUR,FIELD LABOUR,186.00,175.00,175.00,150.00,300.00,225.00,200.00,200.00,-,-,-,-,201.38,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,M,HERDSMEN,HERDSMEN,175.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,152.08,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",266.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,297.17,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VIZIANAGARAM,7
KARERTAL,M,FIELD LABOUR,PLOUGHMAN,300.00,300.00,300.00,300.00,300.00,250.00,250.00,250.00,250.00,250.00,-,-,275.00,ASSAM,BARPETTA,8
KARERTAL,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,200.00,-,200.00,-,-,-,200.00,ASSAM,BARPETTA,8
KARERTAL,M,FIELD LABOUR,"REAPER & 
HARVESTER",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,-,250.00,ASSAM,BARPETTA,8
KARERTAL,W,FIELD LABOUR,"REAPER & 
HARVESTER",200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,-,200.00,ASSAM,BARPETTA,8
KARERTAL,M,FIELD LABOUR,SOWER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,-,250.00,ASSAM,BARPETTA,8
KARERTAL,W,FIELD LABOUR,SOWER,200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,200.00,-,-,-,200.00,ASSAM,BARPETTA,8
KARERTAL,M,FIELD LABOUR,WEEDER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,-,250.00,ASSAM,BARPETTA,8
KARERTAL,W,FIELD LABOUR,WEEDER,200.00,200.00,200.00,200.00,200.00,-,-,200.00,-,200.00,-,-,200.00,ASSAM,BARPETTA,8
KARERTAL,M,HERDSMEN,HERDSMEN,200.00,200.00,200.00,200.00,200.00,250.00,250.00,250.00,250.00,250.00,-,-,225.00,ASSAM,BARPETTA,8
KARERTAL,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,BARPETTA,8
KARERTAL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,-,250.00,ASSAM,BARPETTA,8
KARERTAL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,-,200.00,ASSAM,BARPETTA,8
KARERTAL,M,"SKILLED 
LABOUR",BLACKSMITH,300.00,300.00,300.00,300.00,300.00,250.00,250.00,250.00,250.00,250.00,-,-,275.00,ASSAM,BARPETTA,8
KARERTAL,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,BARPETTA,8
KARERTAL,M,"SKILLED 
LABOUR",CARPENTER,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,-,-,350.00,ASSAM,BARPETTA,8
KARERTAL,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,BARPETTA,8
KARERTAL,M,"SKILLED 
LABOUR",COBBLER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,350.00,250.00,350.00,-,-,270.00,ASSAM,BARPETTA,8
KARERTAL,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,BARPETTA,8
SALCHEPARA,M,FIELD LABOUR,PLOUGHMAN,270.00,280.00,280.00,280.00,280.00,-,-,-,250.00,250.00,-,-,270.00,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,FIELD LABOUR,"REAPER & 
HARVESTER",200.00,200.00,200.00,200.00,200.00,-,-,-,250.00,250.00,-,-,214.29,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,"REAPER & 
HARVESTER",200.00,200.00,200.00,200.00,200.00,-,-,-,230.00,220.00,-,-,207.14,ASSAM,CACHAR,10
SALCHEPARA,M,FIELD LABOUR,SOWER,250.00,250.00,250.00,250.00,250.00,-,-,-,250.00,250.00,-,-,250.00,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,SOWER,200.00,200.00,200.00,200.00,200.00,-,-,-,200.00,220.00,-,-,202.86,ASSAM,CACHAR,10
SALCHEPARA,M,FIELD LABOUR,WEEDER,200.00,200.00,200.00,200.00,200.00,-,-,-,200.00,200.00,-,-,200.00,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,WEEDER,200.00,200.00,200.00,200.00,200.00,-,-,-,180.00,180.00,-,-,194.29,ASSAM,CACHAR,10
SALCHEPARA,M,HERDSMEN,HERDSMEN,200.00,200.00,200.00,200.00,200.00,-,-,-,200.00,200.00,-,-,200.00,ASSAM,CACHAR,10
SALCHEPARA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,180.00,180.00,-,-,180.00,ASSAM,CACHAR,10
SALCHEPARA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250.00,250.00,250.00,250.00,250.00,-,-,-,250.00,250.00,-,-,250.00,ASSAM,CACHAR,10
SALCHEPARA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200.00,200.00,200.00,200.00,200.00,-,-,-,220.00,220.00,-,-,205.71,ASSAM,CACHAR,10
SALCHEPARA,M,"SKILLED 
LABOUR",BLACKSMITH,260.00,260.00,260.00,260.00,260.00,-,-,-,250.00,250.00,-,-,257.14,ASSAM,CACHAR,10
SALCHEPARA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,"SKILLED 
LABOUR",CARPENTER,350.00,350.00,350.00,350.00,380.00,-,-,-,300.00,300.00,-,-,340.00,ASSAM,CACHAR,10
SALCHEPARA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,"SKILLED 
LABOUR",COBBLER,250.00,250.00,250.00,250.00,250.00,-,-,-,200.00,200.00,-,-,235.71,ASSAM,CACHAR,10
SALCHEPARA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
UPACHUPARA,M,FIELD LABOUR,PLOUGHMAN,250.00,300.00,300.00,300.00,300.00,250.00,250.00,250.00,-,250.00,-,-,272.22,ASSAM,DARRANG,10
UPACHUPARA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DARRANG,10
