Centre,Gender,Labour Category,Labour Type,July-14,August-14,September-14,October-14,November-14,December-14,January-15,February-15,March-15,April-15,May-15,June-15,Annual Average,State,District,Centre_length
CHINUR,W,FIELD LABOUR,FIELD LABOUR,241.67,235.00,235.71,235.71,235.71,236.00,236.00,235.71,236.00,236.00,235.00,235.00,236.13,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",350.00,350.00,350.00,350.00,-,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,"SKILLED 
LABOUR",BLACKSMITH,300.00,300.00,300.00,300.00,-,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,"SKILLED 
LABOUR",CARPENTER,300.00,300.00,300.00,-,-,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,300.00,-,-,-,-,-,-,-,300.00,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CUDDAPHA,6
KOTHAPALLI,M,FIELD LABOUR,FIELD LABOUR,350.00,300.00,300.00,-,350.00,316.67,300.00,300.00,-,350.00,350.00,350.00,326.67,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,FIELD LABOUR,FIELD LABOUR,180.00,190.00,200.00,-,200.00,180.00,180.00,180.00,-,190.00,-,-,187.50,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",350.00,-,350.00,350.00,350.00,350.00,350.00,350.00,350.00,400.00,-,-,355.56,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,10
NIZAPATNAM,M,FIELD LABOUR,FIELD LABOUR,250.00,275.00,325.00,325.00,325.00,300.00,300.00,300.00,300.00,300.00,-,-,300.00,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,FIELD LABOUR,FIELD LABOUR,-,250.00,300.00,300.00,300.00,250.00,250.00,250.00,250.00,250.00,-,-,266.67,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,M,HERDSMEN,HERDSMEN,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,-,150.00,-,-,150.00,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,10
PAMARRU,M,FIELD LABOUR,FIELD LABOUR,287.50,300.00,250.00,200.00,200.00,283.33,275.00,250.00,267.00,300.00,300.00,300.00,267.74,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,FIELD LABOUR,FIELD LABOUR,250.00,200.00,175.00,150.00,150.00,200.00,175.00,175.00,183.00,250.00,-,-,190.80,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,HERDSMEN,HERDSMEN,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,HERDSMEN,HERDSMEN,-,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",350.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,304.17,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,200.00,200.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,159.09,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,"SKILLED 
LABOUR",CARPENTER,300.00,-,-,-,-,-,-,-,-,-,-,-,300.00,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,7
SIRVEL,M,FIELD LABOUR,FIELD LABOUR,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,FIELD LABOUR,FIELD LABOUR,130.00,135.00,135.00,135.00,150.00,140.00,143.00,135.00,135.00,135.00,-,-,137.30,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,HERDSMEN,HERDSMEN,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,-,200.00,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"SKILLED 
LABOUR",BLACKSMITH,200.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,181.67,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"SKILLED 
LABOUR",CARPENTER,250.00,250.00,250.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,205.00,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
TUMMUR,M,FIELD LABOUR,FIELD LABOUR,310.00,306.00,330.00,333.00,342.50,342.50,347.00,355.00,380.00,420.00,298.00,298.00,338.50,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,FIELD LABOUR,FIELD LABOUR,230.00,260.00,290.00,305.00,318.75,319.00,326.00,330.00,350.00,-,223.00,223.00,288.61,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,350.00,350.00,360.00,360.00,360.00,-,-,-,356.00,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"SKILLED 
LABOUR",BLACKSMITH,350.00,250.00,380.00,380.00,380.00,380.00,380.00,380.00,390.00,380.00,210.00,200.00,338.33,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"SKILLED 
LABOUR",CARPENTER,-,380.00,-,-,-,-,-,-,-,-,200.00,-,290.00,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"SKILLED 
LABOUR",COBBLER,250.00,315.00,250.00,350.00,350.00,350.00,350.00,350.00,380.00,350.00,-,210.00,318.64,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NELLORE,6
KARAMCHEDU,M,FIELD LABOUR,FIELD LABOUR,300.00,300.00,300.00,300.00,300.00,300.00,350.00,250.00,250.00,250.00,-,-,290.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,FIELD LABOUR,FIELD LABOUR,150.00,150.00,250.00,250.00,200.00,150.00,150.00,150.00,200.00,150.00,-,-,180.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,300.00,300.00,300.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,PRAKASAM,10
KORASAWADA,M,FIELD LABOUR,FIELD LABOUR,233.33,250.00,-,200.00,300.00,233.33,300.00,300.00,-,-,400.00,400.00,290.74,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,W,FIELD LABOUR,FIELD LABOUR,150.00,135.00,120.00,150.00,200.00,145.00,140.00,140.00,-,-,-,-,147.50,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,M,HERDSMEN,HERDSMEN,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,M,"SKILLED 
LABOUR",CARPENTER,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,SRIKAKULAM,10
PONUGALLU,M,FIELD LABOUR,FIELD LABOUR,323.33,323.00,342.50,285.00,285.00,273.33,284.00,295.00,285.00,285.00,285.00,285.00,295.93,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,W,FIELD LABOUR,FIELD LABOUR,130.00,136.00,136.67,130.00,130.00,153.33,161.25,157.50,130.00,130.00,130.00,130.00,137.90,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,120.00,200.00,-,200.00,200.00,200.00,-,-,-,184.00,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,M,"SKILLED 
LABOUR",CARPENTER,300.00,300.00,300.00,300.00,300.00,300.00,300.00,-,-,-,-,-,300.00,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VISAKHAPATNAM,9
BONANGI,M,FIELD LABOUR,FIELD LABOUR,166.67,183.00,150.00,150.00,183.33,220.00,225.00,266.67,250.00,-,250.00,250.00,208.61,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,FIELD LABOUR,FIELD LABOUR,100.00,150.00,100.00,-,150.00,150.00,133.33,170.00,-,-,-,-,136.19,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,M,HERDSMEN,HERDSMEN,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,100.00,100.00,83.33,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",150.00,150.00,150.00,150.00,-,-,-,300.00,300.00,300.00,300.00,300.00,233.33,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VIZIANAGARAM,7
KOYYALAGUDEM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR",FIELD LABOUR,300.00,350.00,337.50,270.00,270.00,290.00,240.00,240.00,240.00,300.00,275.00,275.00,282.29,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR",FIELD LABOUR,270.00,300.00,300.00,216.67,217.00,250.00,173.00,173.00,173.00,263.00,250.00,250.00,236.31,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,M,HERDSMEN,HERDSMEN,-,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250.00,350.00,325.00,325.00,325.00,300.00,300.00,213.00,212.00,263.00,325.00,325.00,292.75,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,250.00,250.00,250.00,200.00,250.00,-,250.00,250.00,250.00,250.00,244.44,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM SKILLED,M,LABOUR,BLACKSMITH,350.00,350.00,350.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,-,280.00,ANDHRA PRADESH,WEST GODAVARI,20
KOYYALAGUDEM SKILLED,W,LABOUR,BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,WEST GODAVARI,20
KOYYALAGUDEM SKILLED,M,LABOUR,CARPENTER,250.00,350.00,250.00,250.00,250.00,250.00,155.00,250.00,155.00,250.00,350.00,350.00,259.17,ANDHRA PRADESH,WEST GODAVARI,20
KOYYALAGUDEM SKILLED,W,LABOUR,CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,WEST GODAVARI,20
KOYYALAGUDEM SKILLED,M,LABOUR,COBBLER,150.00,200.00,-,-,-,-,-,-,-,-,-,-,175.00,ANDHRA PRADESH,WEST GODAVARI,20
KOYYALAGUDEM SKILLED,W,LABOUR,COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,WEST GODAVARI,20
KARERTAL,M,FIELD LABOUR,PLOUGHMAN,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ASSAM,BARPETTA,8
KARERTAL,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,200.00,-,200.00,ASSAM,BARPETTA,8
KARERTAL,M,FIELD LABOUR,"REAPER & 
HARVESTER",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ASSAM,BARPETTA,8
KARERTAL,W,FIELD LABOUR,"REAPER & 
HARVESTER",200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ASSAM,BARPETTA,8
KARERTAL,M,FIELD LABOUR,SOWER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ASSAM,BARPETTA,8
KARERTAL,W,FIELD LABOUR,SOWER,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ASSAM,BARPETTA,8
KARERTAL,M,FIELD LABOUR,WEEDER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ASSAM,BARPETTA,8
KARERTAL,W,FIELD LABOUR,WEEDER,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ASSAM,BARPETTA,8
KARERTAL,M,HERDSMEN,HERDSMEN,200.00,200.00,200.00,250.00,250.00,200.00,-,200.00,200.00,200.00,200.00,200.00,209.09,ASSAM,BARPETTA,8
KARERTAL,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,BARPETTA,8
KARERTAL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ASSAM,BARPETTA,8
KARERTAL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200.00,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,200.00,200.00,200.00,ASSAM,BARPETTA,8
KARERTAL,M,"SKILLED 
LABOUR",BLACKSMITH,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,300.00,300.00,258.33,ASSAM,BARPETTA,8
KARERTAL,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,BARPETTA,8
KARERTAL,M,"SKILLED 
LABOUR",CARPENTER,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,300.00,300.00,300.00,300.00,333.33,ASSAM,BARPETTA,8
KARERTAL,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,BARPETTA,8
KARERTAL,M,"SKILLED 
LABOUR",COBBLER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ASSAM,BARPETTA,8
KARERTAL,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,BARPETTA,8
SALCHEPARA,M,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,220.00,220.00,180.00,180.00,180.00,200.00,196.67,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,180.00,180.00,180.00,180.00,180.00,200.00,183.33,ASSAM,CACHAR,10
SALCHEPARA,M,FIELD LABOUR,SOWER,-,-,-,-,-,-,220.00,220.00,220.00,220.00,220.00,220.00,220.00,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ASSAM,CACHAR,10
SALCHEPARA,M,FIELD LABOUR,WEEDER,-,-,-,-,-,-,200.00,200.00,180.00,200.00,200.00,200.00,196.67,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,180.00,180.00,180.00,180.00,180.00,180.00,180.00,ASSAM,CACHAR,10
SALCHEPARA,M,HERDSMEN,HERDSMEN,-,-,-,-,-,-,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ASSAM,CACHAR,10
SALCHEPARA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ASSAM,CACHAR,10
SALCHEPARA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,180.00,180.00,180.00,180.00,180.00,180.00,180.00,ASSAM,CACHAR,10
SALCHEPARA,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ASSAM,CACHAR,10
SALCHEPARA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ASSAM,CACHAR,10
SALCHEPARA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ASSAM,CACHAR,10
SALCHEPARA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
UPACHUPARA,M,FIELD LABOUR,PLOUGHMAN,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,250.00,250.00,250.00,212.50,ASSAM,DARRANG,10
UPACHUPARA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DARRANG,10
UPACHUPARA,M,FIELD LABOUR,"REAPER & 
HARVESTER",200.00,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,200.00,200.00,200.00,ASSAM,DARRANG,10
UPACHUPARA,W,FIELD LABOUR,"REAPER & 
HARVESTER",200.00,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,200.00,200.00,200.00,ASSAM,DARRANG,10
UPACHUPARA,M,FIELD LABOUR,SOWER,200.00,-,200.00,200.00,200.00,200.00,200.00,200.00,200.00,250.00,250.00,250.00,213.64,ASSAM,DARRANG,10
UPACHUPARA,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DARRANG,10
UPACHUPARA,M,FIELD LABOUR,WEEDER,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ASSAM,DARRANG,10
UPACHUPARA,W,FIELD LABOUR,WEEDER,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ASSAM,DARRANG,10
UPACHUPARA,M,HERDSMEN,HERDSMEN,200.00,-,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,200.00,200.00,200.00,ASSAM,DARRANG,10
