Centre,Gender,Labour Category,Labour Type,July-15,August-15,September-15,October-15,November-15,December-15,January-16,February-16,March-16,April-16,May-16,June-16,Annual Average,State,District,Centre_length
GOLLAPALI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CHITTOR,9
CHINUR,M,FIELD LABOUR,FIELD LABOUR,321.00,321.00,321.00,321.00,321.00,321.00,321.00,321.00,321.00,314.00,321.00,321.00,320.42,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,FIELD LABOUR,FIELD LABOUR,235.00,235.00,235.00,235.00,235.00,235.00,235.00,235.00,235.00,228.00,235.00,235.00,234.42,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,300.00,350.00,350.00,345.83,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,250.00,-,-,250.00,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,"SKILLED 
LABOUR",BLACKSMITH,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,"SKILLED 
LABOUR",CARPENTER,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,350.00,300.00,300.00,304.17,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,300.00,-,-,300.00,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CUDDAPHA,6
KOTHAPALLI,M,FIELD LABOUR,FIELD LABOUR,400.00,350.00,400.00,-,350.00,400.00,375.00,333.00,375.00,400.00,400.00,300.00,371.18,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,FIELD LABOUR,FIELD LABOUR,200.00,200.00,250.00,250.00,200.00,200.00,200.00,150.00,200.00,200.00,200.00,-,204.55,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",400.00,400.00,400.00,400.00,-,400.00,400.00,400.00,400.00,400.00,-,-,400.00,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,450.00,-,-,-,-,-,-,-,450.00,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,10
NIZAPATNAM,M,FIELD LABOUR,FIELD LABOUR,300.00,325.00,325.00,325.00,300.00,350.00,350.00,350.00,350.00,350.00,-,-,332.50,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,FIELD LABOUR,FIELD LABOUR,-,275.00,275.00,275.00,250.00,300.00,300.00,300.00,300.00,300.00,-,-,286.11,ANDHRA PRADESH,GUNTUR,10
PAMARRU,M,FIELD LABOUR,FIELD LABOUR,325.00,300.00,300.00,250.00,300.00,300.00,300.00,350.00,350.00,300.00,400.00,350.00,318.75,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,FIELD LABOUR,FIELD LABOUR,200.00,175.00,175.00,150.00,200.00,200.00,200.00,250.00,250.00,250.00,-,300.00,213.64,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,HERDSMEN,HERDSMEN,250.00,250.00,250.00,250.00,200.00,250.00,300.00,350.00,350.00,250.00,300.00,250.00,270.83,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,HERDSMEN,HERDSMEN,200.00,200.00,200.00,-,-,200.00,200.00,250.00,250.00,-,-,-,214.29,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",300.00,300.00,300.00,300.00,300.00,400.00,400.00,400.00,-,400.00,400.00,250.00,340.91,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",150.00,150.00,150.00,-,-,-,-,-,-,-,-,300.00,187.50,ANDHRA PRADESH,KRISHNA,7
SIRVEL,M,FIELD LABOUR,FIELD LABOUR,200.00,200.00,200.00,200.00,183.00,200.00,212.00,200.00,175.00,175.00,175.00,200.00,193.33,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,FIELD LABOUR,FIELD LABOUR,-,150.00,150.00,100.00,106.00,120.00,127.00,120.00,100.00,100.00,100.00,110.00,116.64,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,HERDSMEN,HERDSMEN,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"SKILLED 
LABOUR",BLACKSMITH,180.00,180.00,180.00,180.00,190.00,180.00,180.00,180.00,180.00,180.00,180.00,190.00,181.67,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"SKILLED 
LABOUR",CARPENTER,190.00,190.00,190.00,190.00,200.00,190.00,190.00,190.00,190.00,190.00,190.00,200.00,191.67,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
TUMMUR,M,FIELD LABOUR,FIELD LABOUR,273.00,370.00,-,367.00,370.00,370.00,300.00,290.00,290.00,367.00,367.00,310.00,334.00,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,FIELD LABOUR,FIELD LABOUR,201.00,-,-,330.00,332.00,305.00,270.00,245.00,240.00,330.00,330.00,266.00,284.90,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,325.00,325.00,325.00,-,-,-,-,325.00,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"SKILLED 
LABOUR",BLACKSMITH,200.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,200.00,204.17,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"SKILLED 
LABOUR",COBBLER,200.00,210.00,200.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,208.33,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NELLORE,6
KARAMCHEDU,M,FIELD LABOUR,FIELD LABOUR,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,-,-,-,-,250.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,FIELD LABOUR,FIELD LABOUR,150.00,200.00,150.00,200.00,150.00,150.00,150.00,150.00,150.00,-,-,150.00,160.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,350.00,350.00,-,350.00,350.00,350.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,M,"SKILLED 
LABOUR",COBBLER,350.00,350.00,350.00,350.00,350.00,350.00,350.00,-,-,350.00,-,-,350.00,ANDHRA PRADESH,PRAKASAM,10
KARAMCHEDU,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,PRAKASAM,10
KORASAWADA,M,FIELD LABOUR,FIELD LABOUR,400.00,400.00,-,-,300.00,250.00,300.00,500.00,-,-,-,375.00,360.71,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,W,FIELD LABOUR,FIELD LABOUR,-,215.00,185.00,120.00,200.00,165.00,140.00,245.00,140.00,120.00,-,-,170.00,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,M,HERDSMEN,HERDSMEN,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,-,150.00,150.00,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",400.00,400.00,400.00,400.00,-,-,-,-,-,-,-,-,400.00,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,M,"SKILLED 
LABOUR",CARPENTER,300.00,300.00,300.00,300.00,300.00,-,300.00,300.00,300.00,300.00,-,300.00,300.00,ANDHRA PRADESH,SRIKAKULAM,10
KORASAWADA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,SRIKAKULAM,10
PONUGALLU,M,FIELD LABOUR,FIELD LABOUR,356.00,292.00,285.00,285.00,285.00,285.00,295.00,308.00,285.00,285.00,285.00,285.00,294.25,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,W,FIELD LABOUR,FIELD LABOUR,130.00,130.00,130.00,130.00,130.00,140.00,157.00,171.00,130.00,130.00,130.00,130.00,136.50,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,200.00,200.00,-,-,-,-,-,-,-,200.00,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,M,"SKILLED 
LABOUR",CARPENTER,300.00,300.00,300.00,-,-,300.00,-,-,-,-,-,-,300.00,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VISAKHAPATNAM,9
BONANGI,M,FIELD LABOUR,FIELD LABOUR,250.00,275.00,275.00,200.00,283.00,266.00,262.00,266.00,300.00,-,275.00,350.00,272.91,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,FIELD LABOUR,FIELD LABOUR,200.00,225.00,200.00,200.00,200.00,-,-,-,-,-,-,-,205.00,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,M,HERDSMEN,HERDSMEN,100.00,100.00,100.00,100.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,133.33,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VIZIANAGARAM,7
KOYYALAGUDEM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR",FIELD LABOUR,275.00,275.00,375.00,266.00,300.00,-,283.00,283.00,262.00,266.00,266.00,400.00,295.55,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR",FIELD LABOUR,200.00,250.00,316.00,200.00,225.00,-,200.00,200.00,200.00,200.00,200.00,300.00,226.45,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR",PLOUGHMAN,-,-,-,-,-,333.00,-,-,-,-,-,-,333.00,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR",PLOUGHMAN,-,-,-,-,-,200.00,-,-,-,-,-,-,200.00,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,M,HERDSMEN,HERDSMEN,150.00,150.00,283.00,250.00,250.00,200.00,250.00,250.00,-,250.00,250.00,300.00,234.82,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,W,HERDSMEN,HERDSMEN,-,-,200.00,-,-,-,-,-,-,-,-,250.00,225.00,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",300.00,312.00,300.00,300.00,300.00,300.00,300.00,300.00,250.00,350.00,300.00,300.00,301.00,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,250.00,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,250.00,350.00,350.00,350.00,350.00,350.00,350.00,250.00,250.00,250.00,250.00,300.00,304.17,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM SKILLED,M,LABOUR,CARPENTER,300.00,350.00,400.00,350.00,350.00,400.00,350.00,250.00,350.00,250.00,250.00,250.00,320.83,ANDHRA PRADESH,WEST GODAVARI,20
KOYYALAGUDEM SKILLED,W,LABOUR,CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,WEST GODAVARI,20
KOYYALAGUDEM SKILLED,M,LABOUR,COBBLER,-,-,-,-,-,-,-,-,250.00,-,-,300.00,275.00,ANDHRA PRADESH,WEST GODAVARI,20
KOYYALAGUDEM SKILLED,W,LABOUR,COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,WEST GODAVARI,20
KARERTAL,M,FIELD LABOUR,PLOUGHMAN,250.00,270.00,270.00,270.00,270.00,270.00,270.00,-,300.00,300.00,300.00,-,277.00,ASSAM,BARPETTA,8
KARERTAL,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,BARPETTA,8
KARERTAL,M,FIELD LABOUR,"REAPER & 
HARVESTER",250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,250.00,250.00,250.00,-,250.00,ASSAM,BARPETTA,8
KARERTAL,W,FIELD LABOUR,"REAPER & 
HARVESTER",200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,200.00,ASSAM,BARPETTA,8
KARERTAL,M,FIELD LABOUR,SOWER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,250.00,250.00,250.00,-,250.00,ASSAM,BARPETTA,8
KARERTAL,W,FIELD LABOUR,SOWER,200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,200.00,ASSAM,BARPETTA,8
KARERTAL,M,FIELD LABOUR,WEEDER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,250.00,250.00,250.00,-,250.00,ASSAM,BARPETTA,8
KARERTAL,W,FIELD LABOUR,WEEDER,200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,200.00,ASSAM,BARPETTA,8
KARERTAL,M,HERDSMEN,HERDSMEN,200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,200.00,ASSAM,BARPETTA,8
KARERTAL,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,BARPETTA,8
KARERTAL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,250.00,250.00,250.00,-,250.00,ASSAM,BARPETTA,8
KARERTAL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,200.00,ASSAM,BARPETTA,8
KARERTAL,M,"SKILLED 
LABOUR",BLACKSMITH,250.00,300.00,300.00,300.00,300.00,300.00,300.00,-,300.00,300.00,300.00,-,295.00,ASSAM,BARPETTA,8
KARERTAL,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,BARPETTA,8
KARERTAL,M,"SKILLED 
LABOUR",CARPENTER,300.00,350.00,350.00,350.00,350.00,350.00,350.00,-,350.00,350.00,350.00,-,345.00,ASSAM,BARPETTA,8
KARERTAL,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,BARPETTA,8
KARERTAL,M,"SKILLED 
LABOUR",COBBLER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,250.00,250.00,250.00,-,250.00,ASSAM,BARPETTA,8
KARERTAL,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,BARPETTA,8
SALCHEPARA,M,FIELD LABOUR,PLOUGHMAN,250.00,-,250.00,250.00,250.00,250.00,250.00,-,250.00,270.00,270.00,-,254.44,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,FIELD LABOUR,"REAPER & 
HARVESTER",200.00,-,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,200.00,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,"REAPER & 
HARVESTER",200.00,-,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,200.00,ASSAM,CACHAR,10
SALCHEPARA,M,FIELD LABOUR,SOWER,220.00,-,220.00,220.00,220.00,220.00,220.00,-,250.00,250.00,250.00,-,230.00,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,SOWER,200.00,-,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,200.00,ASSAM,CACHAR,10
SALCHEPARA,M,FIELD LABOUR,WEEDER,200.00,-,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,200.00,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,WEEDER,180.00,-,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,197.78,ASSAM,CACHAR,10
SALCHEPARA,M,HERDSMEN,HERDSMEN,200.00,-,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,200.00,ASSAM,CACHAR,10
SALCHEPARA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200.00,-,200.00,200.00,200.00,200.00,200.00,-,250.00,250.00,250.00,-,216.67,ASSAM,CACHAR,10
SALCHEPARA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",180.00,-,180.00,180.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,193.33,ASSAM,CACHAR,10
SALCHEPARA,M,"SKILLED 
LABOUR",BLACKSMITH,250.00,-,250.00,250.00,250.00,250.00,250.00,-,250.00,260.00,260.00,-,252.22,ASSAM,CACHAR,10
SALCHEPARA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,"SKILLED 
LABOUR",CARPENTER,300.00,-,300.00,300.00,300.00,300.00,350.00,-,350.00,350.00,350.00,-,322.22,ASSAM,CACHAR,10
SALCHEPARA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,"SKILLED 
LABOUR",COBBLER,250.00,-,250.00,250.00,250.00,250.00,250.00,-,250.00,250.00,250.00,-,250.00,ASSAM,CACHAR,10
SALCHEPARA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
UPACHUPARA,M,FIELD LABOUR,PLOUGHMAN,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,250.00,250.00,250.00,-,250.00,ASSAM,DARRANG,10
UPACHUPARA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DARRANG,10
UPACHUPARA,M,FIELD LABOUR,"REAPER & 
HARVESTER",200.00,200.00,200.00,200.00,200.00,200.00,250.00,-,250.00,250.00,250.00,-,220.00,ASSAM,DARRANG,10
UPACHUPARA,W,FIELD LABOUR,"REAPER & 
HARVESTER",200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,200.00,ASSAM,DARRANG,10
UPACHUPARA,M,FIELD LABOUR,SOWER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,250.00,250.00,250.00,-,250.00,ASSAM,DARRANG,10
UPACHUPARA,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DARRANG,10
UPACHUPARA,M,FIELD LABOUR,WEEDER,200.00,250.00,250.00,250.00,250.00,250.00,250.00,-,250.00,250.00,250.00,-,245.00,ASSAM,DARRANG,10
UPACHUPARA,W,FIELD LABOUR,WEEDER,200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,200.00,ASSAM,DARRANG,10
UPACHUPARA,M,HERDSMEN,HERDSMEN,200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,200.00,200.00,200.00,-,200.00,ASSAM,DARRANG,10
