Centre,Gender,Labour Category,Labour Type,July-17,August-17,September-17,October-17,November-17,December-17,January-18,February-18,March-18,April-18,May-18,June-18,Annual Average,State,District,Centre_length
KANEKAL,M,"SKILLED 
LABOUR",CARPENTER,210.00,210.00,210.00,-,-,340.00,340.00,340.00,340.00,340.00,340.00,340.00,301.00,ANDHRA PRADESH,ANANTAPUR,7
KANEKAL,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,ANANTAPUR,7
KANEKAL,M,"SKILLED 
LABOUR",COBBLER,180.00,180.00,220.00,-,-,-,-,-,-,-,-,-,193.33,ANDHRA PRADESH,ANANTAPUR,7
KANEKAL,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,ANANTAPUR,7
GOLLAPALLI,M,FIELD LABOUR,FIELD LABOUR,300.00,300.00,300.00,300.00,300.00,300.00,320.00,300.00,300.00,300.00,300.00,300.00,301.67,ANDHRA PRADESH,CHITTOOR,10
GOLLAPALLI,W,FIELD LABOUR,FIELD LABOUR,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,ANDHRA PRADESH,CHITTOOR,10
GOLLAPALLI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",325.00,325.00,325.00,325.00,325.00,325.00,325.00,325.00,325.00,325.00,325.00,325.00,325.00,ANDHRA PRADESH,CHITTOOR,10
GOLLAPALLI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CHITTOOR,10
GOLLAPALLI,M,"SKILLED 
LABOUR",BLACKSMITH,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ANDHRA PRADESH,CHITTOOR,10
GOLLAPALLI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CHITTOOR,10
GOLLAPALLI,M,"SKILLED 
LABOUR",CARPENTER,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ANDHRA PRADESH,CHITTOOR,10
GOLLAPALLI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CHITTOOR,10
"PEDDA 
THIPPASAMUDRAM",M,FIELD LABOUR,FIELD LABOUR,300.00,300.00,300.00,333.00,333.00,325.00,325.00,333.00,300.00,333.00,333.00,333.00,320.67,ANDHRA PRADESH,CHITTOOR,21
"PEDDA 
THIPPASAMUDRAM",W,FIELD LABOUR,FIELD LABOUR,233.00,233.00,250.00,250.00,250.00,250.00,250.00,250.00,200.00,250.00,232.00,242.00,240.83,ANDHRA PRADESH,CHITTOOR,21
"PEDDA 
THIPPASAMUDRAM",M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",350.00,350.00,350.00,350.00,250.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,370.83,ANDHRA PRADESH,CHITTOOR,21
"PEDDA 
THIPPASAMUDRAM",W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CHITTOOR,21
"PEDDA 
THIPPASAMUDRAM",M,"SKILLED 
LABOUR",BLACKSMITH,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ANDHRA PRADESH,CHITTOOR,21
"PEDDA 
THIPPASAMUDRAM",W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CHITTOOR,21
"PEDDA 
THIPPASAMUDRAM",M,"SKILLED 
LABOUR",CARPENTER,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,400.00,300.00,400.00,400.00,325.00,ANDHRA PRADESH,CHITTOOR,21
"PEDDA 
THIPPASAMUDRAM",W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CHITTOOR,21
"PEDDA 
THIPPASAMUDRAM",M,"SKILLED 
LABOUR",COBBLER,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,250.00,300.00,250.00,250.00,287.50,ANDHRA PRADESH,CHITTOOR,21
"PEDDA 
THIPPASAMUDRAM",W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CHITTOOR,21
THONDAMANADU FIELD LABOUR,M,"SKILLED 
LABOUR",FIELD LABOUR,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CHITTOOR,25
THONDAMANADU FIELD LABOUR,W,"SKILLED 
LABOUR",FIELD LABOUR,-,-,-,-,-,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,ANDHRA PRADESH,CHITTOOR,25
THONDAMANADU FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,ANDHRA PRADESH,CHITTOOR,25
THONDAMANADU FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,350.00,-,350.00,-,-,-,350.00,ANDHRA PRADESH,CHITTOOR,25
KATREVULAPALLI,M,FIELD LABOUR,FIELD LABOUR,320.00,325.00,317.00,333.00,350.00,340.00,350.00,350.00,363.00,367.00,300.00,317.00,336.00,ANDHRA PRADESH,EAST GODAVARI,14
KATREVULAPALLI,W,FIELD LABOUR,FIELD LABOUR,253.00,253.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,250.00,250.55,ANDHRA PRADESH,EAST GODAVARI,14
KATREVULAPALLI,M,HERDSMEN,HERDSMEN,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,ANDHRA PRADESH,EAST GODAVARI,14
KATREVULAPALLI,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,14
KATREVULAPALLI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,ANDHRA PRADESH,EAST GODAVARI,14
KATREVULAPALLI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,14
KATREVULAPALLI,M,"SKILLED 
LABOUR",CARPENTER,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,ANDHRA PRADESH,EAST GODAVARI,14
KATREVULAPALLI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,14
KOTTHAPALLI,M,FIELD LABOUR,FIELD LABOUR,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,-,500.00,454.55,ANDHRA PRADESH,EAST GODAVARI,11
KOTTHAPALLI,W,FIELD LABOUR,FIELD LABOUR,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,300.00,254.55,ANDHRA PRADESH,EAST GODAVARI,11
KOTTHAPALLI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,500.00,-,454.55,ANDHRA PRADESH,EAST GODAVARI,11
KOTTHAPALLI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,300.00,-,254.55,ANDHRA PRADESH,EAST GODAVARI,11
KOTTHAPALLI,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,300.00,-,300.00,ANDHRA PRADESH,EAST GODAVARI,11
KOTTHAPALLI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,11
KOTTHAPALLI,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,500.00,-,500.00,ANDHRA PRADESH,EAST GODAVARI,11
KOTTHAPALLI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,11
YEDIDA,M,FIELD LABOUR,FIELD LABOUR,400.00,400.00,400.00,400.00,450.00,450.00,500.00,-,-,500.00,500.00,500.00,450.00,ANDHRA PRADESH,EAST GODAVARI,6
YEDIDA,W,FIELD LABOUR,FIELD LABOUR,-,-,300.00,300.00,300.00,300.00,350.00,-,-,350.00,350.00,350.00,325.00,ANDHRA PRADESH,EAST GODAVARI,6
YEDIDA,M,HERDSMEN,HERDSMEN,300.00,300.00,300.00,300.00,400.00,400.00,400.00,300.00,300.00,300.00,300.00,300.00,325.00,ANDHRA PRADESH,EAST GODAVARI,6
YEDIDA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,6
YEDIDA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",400.00,400.00,400.00,400.00,400.00,400.00,450.00,450.00,450.00,450.00,475.00,450.00,427.08,ANDHRA PRADESH,EAST GODAVARI,6
YEDIDA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,6
YEDIDA,M,"SKILLED 
LABOUR",BLACKSMITH,400.00,400.00,400.00,400.00,400.00,400.00,500.00,500.00,500.00,500.00,500.00,500.00,450.00,ANDHRA PRADESH,EAST GODAVARI,6
YEDIDA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,6
YEDIDA,M,"SKILLED 
LABOUR",CARPENTER,400.00,400.00,400.00,400.00,400.00,400.00,500.00,500.00,500.00,500.00,500.00,500.00,450.00,ANDHRA PRADESH,EAST GODAVARI,6
YEDIDA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,6
AMARAVATHI,M,FIELD LABOUR,FIELD LABOUR,308.00,308.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,343.00,ANDHRA PRADESH,GUNTUR,10
AMARAVATHI,W,FIELD LABOUR,FIELD LABOUR,225.00,225.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,245.83,ANDHRA PRADESH,GUNTUR,10
AMARAVATHI,M,HERDSMEN,HERDSMEN,220.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,300.00,325.00,325.00,350.00,272.50,ANDHRA PRADESH,GUNTUR,10
AMARAVATHI,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,10
AMARAVATHI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,300.00,325.00,-,-,262.50,ANDHRA PRADESH,GUNTUR,10
AMARAVATHI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,10
NIZAMPATNAM,M,FIELD LABOUR,FIELD LABOUR,350.00,350.00,350.00,-,450.00,366.00,-,350.00,350.00,300.00,-,-,358.25,ANDHRA PRADESH,GUNTUR,11
NIZAMPATNAM,W,FIELD LABOUR,FIELD LABOUR,350.00,350.00,350.00,-,350.00,283.00,-,250.00,300.00,250.00,-,-,310.38,ANDHRA PRADESH,GUNTUR,11
NIZAMPATNAM,M,HERDSMEN,HERDSMEN,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,ANDHRA PRADESH,GUNTUR,11
NIZAMPATNAM,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,11
NIZAMPATNAM,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,350.00,350.00,300.00,300.00,300.00,300.00,300.00,300.00,-,-,312.50,ANDHRA PRADESH,GUNTUR,11
NIZAMPATNAM,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,11
NIZAMPATNAM,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,250.00,-,-,-,-,-,250.00,ANDHRA PRADESH,GUNTUR,11
NIZAMPATNAM,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,11
NIZAMPATNAM,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,350.00,-,-,-,-,-,350.00,ANDHRA PRADESH,GUNTUR,11
NIZAMPATNAM,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,11
TADIKONDA,M,FIELD LABOUR,FIELD LABOUR,275.00,293.00,300.00,300.00,305.00,305.00,300.00,290.00,285.00,292.00,300.00,275.00,293.33,ANDHRA PRADESH,GUNTUR,9
TADIKONDA,W,FIELD LABOUR,FIELD LABOUR,-,263.00,275.00,275.00,207.00,275.00,275.00,269.00,263.00,267.00,275.00,250.00,263.09,ANDHRA PRADESH,GUNTUR,9
TADIKONDA,M,HERDSMEN,HERDSMEN,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,ANDHRA PRADESH,GUNTUR,9
TADIKONDA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,9
TADIKONDA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,325.00,325.00,325.00,325.00,325.00,300.00,275.00,300.00,300.00,300.00,-,310.00,ANDHRA PRADESH,GUNTUR,9
TADIKONDA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,9
VELDURTHY,M,FIELD LABOUR,FIELD LABOUR,225.00,225.00,375.00,375.00,350.00,287.00,300.00,300.00,250.00,250.00,-,350.00,298.82,ANDHRA PRADESH,GUNTUR,9
VELDURTHY,W,FIELD LABOUR,FIELD LABOUR,100.00,100.00,200.00,200.00,200.00,175.00,200.00,250.00,250.00,250.00,-,200.00,193.18,ANDHRA PRADESH,GUNTUR,9
VELDURTHY,M,HERDSMEN,HERDSMEN,220.00,220.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,328.33,ANDHRA PRADESH,GUNTUR,9
VELDURTHY,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,9
VELDURTHY,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",400.00,400.00,425.00,425.00,350.00,350.00,350.00,350.00,350.00,350.00,-,-,375.00,ANDHRA PRADESH,GUNTUR,9
VELDURTHY,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,9
VELDURTHY,M,"SKILLED 
LABOUR",BLACKSMITH,300.00,350.00,400.00,400.00,400.00,400.00,400.00,-,400.00,400.00,400.00,400.00,386.36,ANDHRA PRADESH,GUNTUR,9
VELDURTHY,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,9
VELDURTHY,M,"SKILLED 
LABOUR",CARPENTER,300.00,350.00,400.00,400.00,400.00,400.00,400.00,-,400.00,400.00,400.00,400.00,386.36,ANDHRA PRADESH,GUNTUR,9
VELDURTHY,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,9
VELDURTHY,M,"SKILLED 
LABOUR",COBBLER,250.00,300.00,400.00,400.00,400.00,-,-,-,-,-,-,-,350.00,ANDHRA PRADESH,GUNTUR,9
VELDURTHY,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,9
GHANTASALA,M,FIELD LABOUR,FIELD LABOUR,-,-,-,-,-,-,400.00,375.00,400.00,400.00,400.00,500.00,412.50,ANDHRA PRADESH,KRISHNA,10
GHANTASALA,W,FIELD LABOUR,FIELD LABOUR,-,-,-,-,-,-,267.00,283.00,300.00,300.00,-,-,287.50,ANDHRA PRADESH,KRISHNA,10
GHANTASALA,M,HERDSMEN,HERDSMEN,-,-,-,-,-,-,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ANDHRA PRADESH,KRISHNA,10
GHANTASALA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,10
GHANTASALA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,400.00,400.00,-,-,-,-,400.00,ANDHRA PRADESH,KRISHNA,10
GHANTASALA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,10
GHANTASALA,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,300.00,-,-,-,-,-,300.00,ANDHRA PRADESH,KRISHNA,10
GHANTASALA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,10
IBRAHIMPATNAM FIELD LABOUR,M,"SKILLED 
LABOUR",FIELD LABOUR,-,-,-,-,-,-,367.00,380.00,400.00,400.00,400.00,388.00,389.17,ANDHRA PRADESH,KRISHNA,26
IBRAHIMPATNAM FIELD LABOUR,W,"SKILLED 
LABOUR",FIELD LABOUR,-,-,-,-,-,-,243.00,250.00,250.00,250.00,300.00,283.00,262.67,ANDHRA PRADESH,KRISHNA,26
IBRAHIMPATNAM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,500.00,500.00,500.00,500.00,-,-,500.00,ANDHRA PRADESH,KRISHNA,26
IBRAHIMPATNAM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,26
PAMARRU,M,FIELD LABOUR,FIELD LABOUR,375.00,375.00,375.00,400.00,433.00,-,400.00,360.00,360.00,400.00,400.00,400.00,388.91,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,FIELD LABOUR,FIELD LABOUR,200.00,200.00,200.00,-,300.00,-,300.00,263.00,263.00,300.00,300.00,-,258.44,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,HERDSMEN,HERDSMEN,300.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,254.17,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,300.00,-,-,-,-,-,-,300.00,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,416.00,-,-,-,-,-,-,416.00,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,7
VISSANNAPET,M,FIELD LABOUR,FIELD LABOUR,316.00,300.00,300.00,300.00,316.00,333.00,313.00,288.00,250.00,250.00,283.00,317.00,297.17,ANDHRA PRADESH,KRISHNA,11
VISSANNAPET,W,FIELD LABOUR,FIELD LABOUR,250.00,225.00,225.00,225.00,238.00,288.00,260.00,210.00,200.00,200.00,200.00,200.00,226.75,ANDHRA PRADESH,KRISHNA,11
VISSANNAPET,M,HERDSMEN,HERDSMEN,250.00,250.00,250.00,250.00,250.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,279.17,ANDHRA PRADESH,KRISHNA,11
VISSANNAPET,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,11
VISSANNAPET,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",400.00,450.00,450.00,450.00,450.00,450.00,450.00,400.00,400.00,400.00,400.00,-,427.27,ANDHRA PRADESH,KRISHNA,11
VISSANNAPET,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,300.00,-,250.00,250.00,250.00,250.00,-,260.00,ANDHRA PRADESH,KRISHNA,11
SIRVEL,M,FIELD LABOUR,FIELD LABOUR,250.00,200.00,213.00,262.00,262.00,262.00,263.00,250.00,250.00,250.00,250.00,250.00,246.83,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,FIELD LABOUR,FIELD LABOUR,100.00,130.00,147.00,166.00,162.00,162.00,183.00,160.00,150.00,150.00,150.00,150.00,150.83,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,HERDSMEN,HERDSMEN,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,200.00,200.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,281.82,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"SKILLED 
LABOUR",BLACKSMITH,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,190.00,ANDHRA PRADESH,KURNOOL,6
