Centre,Gender,Labour Category,Labour Type,July-11,August-11,September-11,October-11,November-11,December-11,January-12,February-12,March-12,April-12,May-12,June-12,Annual Average,State,District,Centre_length
BUKKAPATINAM,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100.00,110.00,100.00,100.00,100.00,100.00,100.00,-,-,-,-,-,101.43,ANDHRA PRADESH,ANANTAPUR,12
BUKKAPATINAM,M,"SKILLED 
LABOUR",BLACKSMITH,125.00,150.00,120.00,110.00,100.00,100.00,100.00,250.00,250.00,250.00,165.00,240.00,163.33,ANDHRA PRADESH,ANANTAPUR,12
BUKKAPATINAM,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,ANANTAPUR,12
BUKKAPATINAM,M,"SKILLED 
LABOUR",CARPENTER,150.00,180.00,150.00,150.00,160.00,150.00,155.00,220.00,220.00,220.00,220.00,250.00,185.42,ANDHRA PRADESH,ANANTAPUR,12
BUKKAPATINAM,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,ANANTAPUR,12
BUKKAPATINAM,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,100.00,-,-,-,100.00,ANDHRA PRADESH,ANANTAPUR,12
BUKKAPATINAM,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,ANANTAPUR,12
GOLLAPALI,M,FIELD LABOUR,FIELD LABOUR,200.00,200.00,220.00,220.00,220.00,220.00,200.00,200.00,200.00,250.00,250.00,300.00,223.33,ANDHRA PRADESH,CHITTOR,9
GOLLAPALI,W,FIELD LABOUR,FIELD LABOUR,150.00,150.00,180.00,180.00,180.00,180.00,150.00,150.00,150.00,200.00,200.00,200.00,172.50,ANDHRA PRADESH,CHITTOR,9
GOLLAPALI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200.00,200.00,220.00,220.00,220.00,220.00,200.00,200.00,200.00,200.00,300.00,300.00,223.33,ANDHRA PRADESH,CHITTOR,9
GOLLAPALI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",150.00,150.00,180.00,180.00,180.00,180.00,-,-,-,-,-,-,170.00,ANDHRA PRADESH,CHITTOR,9
GOLLAPALI,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,300.00,300.00,300.00,300.00,ANDHRA PRADESH,CHITTOR,9
GOLLAPALI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CHITTOR,9
GOLLAPALI,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ANDHRA PRADESH,CHITTOR,9
GOLLAPALI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CHITTOR,9
GOLLAPALI,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,150.00,150.00,-,150.00,ANDHRA PRADESH,CHITTOR,9
GOLLAPALI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CHITTOR,9
CHINUR,M,FIELD LABOUR,FIELD LABOUR,160.00,160.00,160.00,160.00,160.00,160.00,160.00,281.00,281.00,211.43,162.50,211.43,188.95,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,FIELD LABOUR,FIELD LABOUR,140.00,150.00,140.00,140.00,140.00,140.00,140.00,165.00,165.00,128.57,126.67,128.57,141.98,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,HERDSMEN,HERDSMEN,-,70.00,-,-,-,-,-,-,-,-,130.00,-,100.00,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,HERDSMEN,HERDSMEN,-,70.00,-,-,-,-,-,-,-,-,-,-,70.00,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",130.00,150.00,130.00,130.00,130.00,130.00,130.00,266.00,200.00,200.00,150.00,200.00,162.17,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",110.00,130.00,110.00,110.00,110.00,110.00,110.00,-,-,-,120.00,-,113.75,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,"SKILLED 
LABOUR",BLACKSMITH,150.00,150.00,150.00,150.00,150.00,150.00,150.00,200.00,150.00,150.00,-,150.00,154.55,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,M,"SKILLED 
LABOUR",CARPENTER,170.00,170.00,170.00,170.00,170.00,170.00,170.00,240.00,180.00,180.00,-,180.00,179.09,ANDHRA PRADESH,CUDDAPHA,6
CHINUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,CUDDAPHA,6
KOTHAPALLI,M,FIELD LABOUR,FIELD LABOUR,200.00,223.33,150.00,120.00,150.00,250.00,300.00,150.00,150.00,190.00,212.50,-,190.53,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,FIELD LABOUR,FIELD LABOUR,120.00,143.33,100.00,75.00,100.00,100.00,120.00,80.00,100.00,130.00,140.00,-,109.85,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,M,HERDSMEN,HERDSMEN,70.00,106.67,70.00,120.00,120.00,120.00,120.00,120.00,-,150.00,150.00,150.00,117.88,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",150.00,230.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,-,140.00,-,157.00,ANDHRA PRADESH,EAST GODAVARI,10
KOTHAPALLI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100.00,160.00,125.00,-,-,-,120.00,-,100.00,-,120.00,-,120.83,ANDHRA PRADESH,EAST GODAVARI,10
NIZAPATNAM,M,FIELD LABOUR,FIELD LABOUR,150.00,200.00,300.00,300.00,300.00,300.00,250.00,250.00,237.00,200.00,-,250.00,248.82,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,FIELD LABOUR,FIELD LABOUR,150.00,150.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,150.00,-,162.50,182.95,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,M,HERDSMEN,HERDSMEN,150.00,140.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,149.17,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",150.00,165.00,150.00,150.00,150.00,150.00,200.00,200.00,200.00,-,150.00,225.00,171.82,ANDHRA PRADESH,GUNTUR,10
NIZAPATNAM,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100.00,125.00,-,-,-,-,-,-,-,-,130.00,180.00,133.75,ANDHRA PRADESH,GUNTUR,10
CHEPPAIL,M,FIELD LABOUR,FIELD LABOUR,250.00,250.00,180.00,200.00,200.00,200.00,220.00,220.00,300.00,220.83,250.00,275.00,230.49,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,W,FIELD LABOUR,FIELD LABOUR,200.00,200.00,130.00,140.00,120.00,120.00,130.00,130.00,150.00,154.17,140.00,142.50,146.39,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,M,HERDSMEN,HERDSMEN,130.00,130.00,90.00,90.00,100.00,100.00,120.00,120.00,-,175.00,150.00,150.00,123.18,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200.00,200.00,200.00,250.00,200.00,200.00,250.00,250.00,-,300.00,250.00,287.50,235.23,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",150.00,150.00,130.00,140.00,120.00,120.00,120.00,120.00,-,-,160.00,200.00,141.00,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,M,"SKILLED 
LABOUR",BLACKSMITH,150.00,150.00,90.00,100.00,90.00,90.00,100.00,100.00,-,-,200.00,200.00,127.00,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,M,"SKILLED 
LABOUR",CARPENTER,150.00,150.00,180.00,200.00,180.00,180.00,200.00,200.00,-,200.00,300.00,300.00,203.64,ANDHRA PRADESH,KARIMNAGAR,8
CHEPPAIL,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KARIMNAGAR,8
CHERLA,M,FIELD LABOUR,FIELD LABOUR,125.00,120.00,120.00,120.00,120.00,120.00,120.00,207.00,200.00,200.00,250.00,225.00,160.58,ANDHRA PRADESH,KHAMMAM,6
CHERLA,W,FIELD LABOUR,FIELD LABOUR,100.00,100.00,110.00,100.00,100.00,100.00,100.00,132.00,150.00,150.00,-,150.00,117.45,ANDHRA PRADESH,KHAMMAM,6
CHERLA,M,HERDSMEN,HERDSMEN,100.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,150.00,-,120.91,ANDHRA PRADESH,KHAMMAM,6
CHERLA,W,HERDSMEN,HERDSMEN,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,150.00,-,102.73,ANDHRA PRADESH,KHAMMAM,6
CHERLA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",125.00,125.00,125.00,125.00,125.00,125.00,125.00,250.00,250.00,250.00,-,160.00,162.27,ANDHRA PRADESH,KHAMMAM,6
CHERLA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100.00,100.00,100.00,100.00,100.00,100.00,100.00,-,-,-,-,150.00,106.25,ANDHRA PRADESH,KHAMMAM,6
CHERLA,M,"SKILLED 
LABOUR",BLACKSMITH,125.00,125.00,125.00,125.00,125.00,125.00,125.00,300.00,300.00,300.00,300.00,300.00,197.92,ANDHRA PRADESH,KHAMMAM,6
CHERLA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KHAMMAM,6
CHERLA,M,"SKILLED 
LABOUR",CARPENTER,150.00,150.00,150.00,150.00,150.00,150.00,150.00,300.00,300.00,300.00,300.00,300.00,212.50,ANDHRA PRADESH,KHAMMAM,6
CHERLA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KHAMMAM,6
CHERLA,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,150.00,150.00,150.00,-,150.00,ANDHRA PRADESH,KHAMMAM,6
CHERLA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KHAMMAM,6
PAMARRU,M,FIELD LABOUR,FIELD LABOUR,200.00,250.00,100.00,200.00,250.00,250.00,250.00,250.00,217.00,166.67,225.00,225.00,215.31,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,FIELD LABOUR,FIELD LABOUR,100.00,200.00,80.00,100.00,150.00,150.00,150.00,150.00,150.00,120.00,200.00,150.00,141.67,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,HERDSMEN,HERDSMEN,-,250.00,-,-,-,-,-,-,-,120.00,140.00,160.00,167.50,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KRISHNA,7
PAMARRU,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,-,-,-,250.00,250.00,ANDHRA PRADESH,KRISHNA,7
PAMARRU,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200.00,220.00,200.00,200.00,200.00,200.00,200.00,200.00,-,-,-,150.00,196.67,ANDHRA PRADESH,KRISHNA,7
SIRVEL,M,FIELD LABOUR,FIELD LABOUR,170.00,120.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,190.83,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,FIELD LABOUR,FIELD LABOUR,110.00,100.00,150.00,150.00,150.00,150.00,120.00,133.00,100.00,150.00,-,150.00,133.00,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,HERDSMEN,HERDSMEN,98.00,90.00,100.00,100.00,100.00,100.00,100.00,130.00,130.00,140.00,144.00,150.00,115.17,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",170.00,120.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,-,189.00,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",110.00,100.00,150.00,150.00,150.00,150.00,120.00,-,-,-,-,-,132.86,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"SKILLED 
LABOUR",BLACKSMITH,120.00,120.00,130.00,130.00,130.00,130.00,130.00,130.00,130.00,130.00,140.00,200.00,135.00,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SIRVEL,M,"SKILLED 
LABOUR",CARPENTER,130.00,150.00,140.00,140.00,140.00,140.00,140.00,150.00,150.00,150.00,150.00,175.00,146.25,ANDHRA PRADESH,KURNOOL,6
SIRVEL,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,KURNOOL,6
SANGA REDDY,M,FIELD LABOUR,FIELD LABOUR,150.00,150.00,150.00,150.00,150.00,150.00,150.00,200.00,193.00,200.00,200.00,200.00,170.25,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,W,FIELD LABOUR,FIELD LABOUR,100.00,100.00,100.00,100.00,100.00,100.00,100.00,150.00,143.00,150.00,150.00,150.00,120.25,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,M,HERDSMEN,HERDSMEN,150.00,150.00,150.00,150.00,150.00,150.00,150.00,180.00,130.00,130.00,150.00,150.00,149.17,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,W,HERDSMEN,HERDSMEN,100.00,100.00,100.00,100.00,100.00,100.00,100.00,150.00,110.00,110.00,110.00,110.00,107.50,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",120.00,120.00,120.00,120.00,120.00,150.00,150.00,200.00,-,-,-,150.00,138.89,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100.00,100.00,100.00,100.00,100.00,100.00,100.00,-,-,-,-,120.00,102.50,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,250.00,-,-,-,-,250.00,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,350.00,-,-,-,-,350.00,ANDHRA PRADESH,MEDAK,11
SANGA REDDY,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,MEDAK,11
VELDANDA,M,FIELD LABOUR,FIELD LABOUR,150.00,150.00,150.00,160.00,150.00,150.00,150.00,150.00,150.00,185.00,175.00,150.00,155.83,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,W,FIELD LABOUR,FIELD LABOUR,130.00,150.00,150.00,150.00,120.00,120.00,120.00,134.00,134.00,142.00,134.00,134.00,134.83,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,M,HERDSMEN,HERDSMEN,120.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,147.50,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,W,HERDSMEN,HERDSMEN,100.00,120.00,120.00,120.00,120.00,120.00,130.00,130.00,130.00,130.00,130.00,130.00,123.33,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",150.00,150.00,150.00,150.00,130.00,130.00,150.00,160.00,160.00,200.00,160.00,160.00,154.17,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",150.00,150.00,150.00,150.00,100.00,100.00,130.00,-,-,-,-,-,132.86,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,M,"SKILLED 
LABOUR",BLACKSMITH,100.00,120.00,120.00,150.00,150.00,150.00,150.00,-,-,-,-,-,134.29,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,M,"SKILLED 
LABOUR",CARPENTER,120.00,130.00,130.00,150.00,150.00,150.00,150.00,-,-,-,-,-,140.00,ANDHRA PRADESH,MEHABUBNAGAR,8
VELDANDA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,MEHABUBNAGAR,8
KETHE PALLY,M,FIELD LABOUR,FIELD LABOUR,160.00,160.00,160.00,-,-,-,160.00,160.00,165.00,195.00,190.00,200.00,172.22,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,W,FIELD LABOUR,FIELD LABOUR,130.00,130.00,130.00,-,-,-,140.00,140.00,141.00,150.00,135.00,135.00,136.78,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,M,HERDSMEN,HERDSMEN,110.00,110.00,110.00,-,-,-,110.00,110.00,130.00,150.00,150.00,150.00,125.56,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,W,HERDSMEN,HERDSMEN,90.00,90.00,90.00,-,-,-,90.00,90.00,-,130.00,130.00,130.00,105.00,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",180.00,180.00,180.00,-,-,-,180.00,180.00,200.00,225.00,225.00,-,193.75,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",130.00,130.00,130.00,-,-,-,130.00,130.00,-,175.00,200.00,-,146.43,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,M,"SKILLED 
LABOUR",BLACKSMITH,150.00,150.00,150.00,-,-,-,150.00,150.00,180.00,150.00,150.00,180.00,156.67,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,M,"SKILLED 
LABOUR",CARPENTER,180.00,180.00,180.00,-,-,-,170.00,170.00,250.00,180.00,180.00,200.00,187.78,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,180.00,-,-,180.00,180.00,ANDHRA PRADESH,NALGONDA,11
KETHE PALLY,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NALGONDA,11
TUMMUR,M,FIELD LABOUR,FIELD LABOUR,175.00,150.00,200.00,200.00,200.00,200.00,200.00,200.00,150.00,195.00,172.50,180.00,185.21,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,FIELD LABOUR,FIELD LABOUR,125.00,100.00,150.00,150.00,150.00,150.00,150.00,150.00,108.00,164.00,118.60,140.00,137.97,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,HERDSMEN,HERDSMEN,100.00,80.00,120.00,120.00,120.00,120.00,120.00,120.00,108.00,-,-,-,112.00,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,HERDSMEN,HERDSMEN,80.00,-,120.00,100.00,100.00,100.00,100.00,100.00,-,-,-,-,100.00,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",150.00,200.00,175.00,175.00,175.00,175.00,200.00,200.00,100.00,266.00,175.00,225.00,184.67,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100.00,100.00,125.00,125.00,125.00,125.00,150.00,150.00,-,-,140.00,-,126.67,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,250.00,250.00,250.00,250.00,250.00,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NELLORE,6
TUMMUR,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,200.00,200.00,200.00,150.00,187.50,ANDHRA PRADESH,NELLORE,6
TUMMUR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,NELLORE,6
CHANDOOR,M,FIELD LABOUR,FIELD LABOUR,150.00,200.00,225.00,175.00,175.00,200.00,200.00,310.00,175.00,-,-,-,201.11,ANDHRA PRADESH,NIZAMABAD,8
CHANDOOR,W,FIELD LABOUR,FIELD LABOUR,120.00,150.00,175.00,160.00,160.00,175.00,175.00,160.00,154.00,-,-,-,158.78,ANDHRA PRADESH,NIZAMABAD,8
CHANDOOR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",225.00,225.00,225.00,225.00,225.00,225.00,250.00,-,-,-,-,-,228.57,ANDHRA PRADESH,NIZAMABAD,8
